11.803,8.1288,-49.206,0.27339,15.799,-2.3682,16.239,4.9754
10.284,-50.92,-2.7266,-1.0152,-3.7545,29.814,5.4412,-7.4728
6.4336,-5.2161,7.0132,-5.3803,-40.462,-18.261,17.193,-9.7916
9.1672,-37.804,17.27,-36.754,8.5246,-1.564,-11.502,-2.4466
-53.425,-1.0953,-10.47,17.098,-13.296,-39.618,4.5892,-5.4813
24.306,21.757,0.54545,-5.7688,0.10179,-11.532,-19.389,-10.07
53.228,4.4812,-11.406,12.222,13.201,-12.699,-5.5722,-5.5583
-62.4,1.572,-4.5706,-16.173,18.145,10.333,19.48,-45.295
3.568,14.44,36.513,-17.182,3.5542,3.339,4.6184,-34.675
26.159,9.7488,-44.18,6.078,17.94,-0.73746,12.209,-28.878
-0.52644,-23.641,40.195,36.834,34.801,-11.216,9.7545,25.63
21.021,-27.468,-22.421,-14.978,-5.4648,46.856,17.77,4.7051
-24.923,55.214,-10.732,-5.3514,10.788,8.3494,-6.2604,3.1788
5.0688,-59.279,-4.9542,-21.924,-9.6873,25.91,1.1567,-2.2226
-34.72,43.437,-26.428,-1.175,-1.8891,18.692,-1.8877,4.3222
-22.398,3.6864,-19.037,38.725,-11.356,12.72,-12.959,22.944
-0.53018,20.944,32.595,-35.847,-30.388,5.3659,6.4445,-9.7804
-18.689,-17.754,38.314,25.038,40.715,-19.993,17.979,-7.491
-41.224,45.629,-18.68,-4.6645,-4.2338,6.6478,-19.086,-0.46059
-21.584,-6.5782,-45.164,-14.283,3.5701,-26.137,17.074,0.4449
49.738,2.5491,-13.823,0.022985,21.825,-15.761,-8.8862,-31.653
-6.4589,-23.276,36.759,20.984,37.403,-15.725,1.3238,13.337
-31.228,-7.5929,-22.497,-27.167,-5.0131,-35.142,9.9765,29.714
4.4957,-50.571,20.182,-27.442,-21.368,-13.017,-22.666,-11.149
40.396,5.8241,-21.885,-1.6214,16.541,-8.9711,-3.7702,-31.592
20.609,8.8375,-48.236,8.7798,14.137,2.254,4.6494,-30.146
-53.824,7.5497,-1.952,-16.293,22.694,15.673,28.333,-31.895
5.6338,19.178,-15.017,-24.64,25.031,-28.731,-6.175,39.913
1.222,-48.036,2.0629,-16.092,-14.902,-30.663,-17.926,-18.846
-16.323,3.6738,-7.7998,-39.3,12.359,-16.85,-24.829,52.643
12.029,-40.962,-31.261,-8.058,-5.555,46.355,8.0799,1.8591
13.805,7.5335,-30.715,-15.831,-20.409,25.581,28.402,15.915
26.926,61.395,12.977,-21.216,-14.342,6.755,-3.8986,-3.0814
-10.247,10.439,-23.93,-22.567,7.6034,-37.607,5.5916,24.654
-45.773,11.502,-4.8078,11.557,14.79,29.406,18.167,-22.535
26.809,3.6775,20.558,25.445,-32.644,7.2211,35.024,28.617
12.835,65.019,27.303,-40.462,-13.912,14.126,0.50227,-14.173
22.678,-10.095,23.908,1.3598,-31.53,6.3598,9.6023,12.177
25.118,6.9436,9.209,21.728,-45.513,-2.5704,30.956,17.43
41.868,15.502,-6.3705,22.984,15.678,14.999,-0.25196,-9.2567
4.1149,-13.068,22.32,5.1713,58.588,-17.955,5.9346,7.8856
9.4985,55.405,24.379,-11.306,-7.8862,38.73,-1.328,0.12423
4.0746,-17.629,25.26,27.73,53.871,5.7282,8.9131,10.78
-29.992,-12.513,23.167,-48.438,14.51,-3.0305,-21.593,-16.235
4.0056,-56.577,-12.731,-16.599,-21.164,16.574,-20.046,-8.0588
-26.713,-24.311,14.182,-54.758,18.844,33.599,-7.1411,5.4892
-8.1126,-39.943,-1.6148,0.36311,-26.134,-40.498,-31.157,-9.9321
-29.438,11.453,-11.665,47.113,-16.079,14.047,-0.49204,10.837
