30.837,-5.9389,24.107,-43.53,-35.131,6.9896,-2.526,15.155
5.8834,-72.101,-41.863,-10.823,-29.448,-3.1942,4.6917,-0.14151
28.924,-9.7273,46.353,23.398,-9.9902,28.115,-21.673,1.8515
-16.705,-63.944,-23.435,16.305,-2.7992,-16.338,2.6975,3.369
-44.353,-7.8996,-8.3463,20.805,0.82139,2.9059,-21.991,-19.5
-31.793,9.144,-19.041,21.892,17.749,8.2603,-32.737,-38.629
-47.664,-14.605,-5.8059,37.417,4.4486,-11.718,-16.402,-16.067
3.7397,7.0214,39.456,45.695,-21.146,-13.572,37.548,13.991
35.909,-11.46,-13.618,47.246,2.6765,27.466,17.83,40.299
-23.796,-65.522,-17.526,13.874,-1.0217,-18.306,-6.6828,10.201
0.93428,20.954,1.1899,-1.0832,20.11,23.689,-0.012584,25.694
-7.2901,27.248,-1.2364,-15.034,25.955,13.431,30.348,25.942
-30.22,16.168,-17.306,6.9467,10.054,4.0996,-15.141,39.268
41.449,14.825,-23.778,-11.846,39.698,7.5155,-31.643,-16.73
-6.3219,-79.336,-41.786,6.8085,-13.099,-13.183,15.965,5.715
19.592,-28.107,24.521,0.39146,24.616,-63.737,-21.497,-6.7544
27.918,49.27,-38.733,15.926,-7.0387,-25.634,6.4148,-43.616
2.5576,34.222,-15.989,-15.885,19.321,17.519,-4.004,28.377
-28.611,-65.064,-15.228,33.239,3.4626,-20.467,6.6476,3.2406
33.618,-7.4425,56.47,34.166,-15.31,13.436,-20.977,-7.5908
-36.868,14.548,-24.909,31.742,15.374,17.34,-41.605,-9.0882
37.281,-14.907,38.459,7.8071,19.597,19.804,-36.825,-10.741
13.652,-71.373,-48.888,-6.5509,-36.698,4.2807,3.9436,0.8679
13.197,13.536,44.947,35.159,-23.23,-14.833,32.38,5.5777
-3.3922,4.0376,12.677,-2.6055,23.082,-19.21,32.482,-16.543
31.479,52.02,-49.949,20.532,-9.0882,-12.256,17.395,-29.399
-12.332,-76.058,-19.529,10.812,9.9167,-17.564,-8.007,14.49
40.641,1.2707,13.521,10.463,31.355,9.1605,-36.832,-25.748
10.467,9.2446,41.523,27.858,-29.378,9.246,6.6074,4.0277
16.066,-27.399,-9.4269,-12.724,23.603,-43.407,-7.1013,-16.383
15.871,-26.148,29.998,-1.4522,16.263,-55.95,-29.224,1.7891
-27.992,19.946,-22.967,9.6008,4.5595,12.498,-16.471,54.859
-9.4603,15.417,42.418,23.87,-29.163,-27.239,-29.4,6.5632
34.096,0.63536,3.8334,4.6605,48.245,10.046,-28.624,-21.494
17.556,31.626,-28.038,18.874,-16.245,-33.188,38.412,-46.472
21.724,33.609,-40.806,49.936,-21.164,6.104,18.086,5.5126
19.444,16.942,51.802,39.212,-7.8631,-15.065,31.358,-1.0782
-10.187,39.992,-37.863,40.164,-16.308,10.52,17.136,24.306
-0.076097,15.53,40.03,15.27,-27.665,-26.169,-33.95,15.63
27.322,-8.9565,-7.4904,44.984,12.608,27.212,25.242,38.791
-35.326,4.3614,-30.042,36.835,17.131,5.2035,-31.024,-33.247
-0.24799,27.983,-3.2402,23.467,-39.138,11.959,-18.504,9.5008
